​will.i.am,None,None,None,None,None,None,None,None,None,John Legend,​will.i.am,Jessyca Wilson,Buddy Buie,James B. Cobb Jr.,None,Save Room,John Legend,LyricsData/Save-Room_John-Legend.txt,August 8 2006,None,Tony Maserati,I'll Keep You Safe ... by Shiloh Dynasty (Ft. Sagun),ImgData/Save-Room_John-Legend.jpg,,"16,364",11,None,None,None,None,None,None,None,None,None,None
Jeremy Grenhart,Questlove,Dice Raw,None,None,None,None,None,None,None,Blu,Black Thought,Dice Raw,None,None,None,Radio Daze,The Roots,LyricsData/Radio-Daze_The-Roots.txt,June 22 2010,None,None,None,ImgData/Radio-Daze_The-Roots.jpg,,"13,013",33,None,None,None,None,None,None,None,None,In The Pen Dance by Instrumentality (Ft. Nico Segal),None
DJ Krush,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Meiso,DJ Krush,LyricsData/Meiso_DJ-Krush.txt,None,None,None,None,ImgData/Meiso_DJ-Krush.jpg,The Roots,None,5,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Words Past The Margin,Jesse Abraham,LyricsData/Words-Past-The-Margin_Jesse-Abraham.txt,None,None,None,None,ImgData/Words-Past-The-Margin_Jesse-Abraham.jpg,Blu,None,2,None,None,None,None,None,None,None,None,None,None
Swiff D,None,None,None,None,Kendrick Lamar,Blu,None,None,None,None,None,None,None,None,None,Cross-Trainers,Pac Div,LyricsData/Cross-Trainers_Pac-Div.txt,November 6 2012,None,None,None,ImgData/Cross-Trainers_Pac-Div.jpg,Blu,"8,377",23,None,None,None,None,None,None,None,None,None,None
Statik Selektah,None,None,None,None,Reks,Evidence,Blu,None,None,Statik Selektah,Evidence,Blu,Reks,None,None,My Hoe,Statik Selektah,LyricsData/My-Hoe_Statik-Selektah.txt,June 18 2013,None,None,None,ImgData/My-Hoe_Statik-Selektah.jpg,Blu,None,12,None,None,None,None,None,None,None,None,None,None
YOUNG RJ,None,None,None,None,Blu,T3,YOUNG RJ,Illa J,ACTION FIGURES,Blu,T3,YOUNG RJ,Illa J,ACTION FIGURES,None,Let It Go,Slum Village,LyricsData/Let-It-Go_Slum-Village.txt,None,None,None,None,ImgData/Let-It-Go_Slum-Village.jpg,ACTION FIGURES,None,6,None,None,None,None,None,None,None,None,None,None
Grand Wizzards,None,None,None,None,Dice Raw,Talib Kweli,None,None,None,Black Thought,Talib Kweli,Dice Raw,None,None,None,Rhymes and Ammo,The Roots,LyricsData/Rhymes-and-Ammo_The-Roots.txt,June 4 2002,None,None,Rhymes And Ammo/Thirsty! by The Roots,ImgData/Rhymes-and-Ammo_The-Roots.jpg,Talib Kweli,None,7,None,None,None,None,None,None,None,None,None,None
Danny Swain,None,None,None,None,Blu,Lil B,None,None,None,None,None,None,None,None,None,Misunderstood,Danny Swain,LyricsData/Misunderstood_Danny-Swain.txt,None,None,None,None,ImgData/Misunderstood_Danny-Swain.jpg,Lil B,None,8,None,None,None,None,None,None,None,None,None,None
The Roots,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Root of My Evil,Realysm,LyricsData/Root-of-My-Evil_Realysm.txt,None,None,None,None,ImgData/Root-of-My-Evil_Realysm.jpg,,None,"1
        
          contributor",None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,The Last Stop,Fa†e,LyricsData/The-Last-Stop_Fa†e.txt,None,None,None,None,ImgData/The-Last-Stop_Fa†e.jpg,Blu,None,2,None,None,None,None,None,None,None,None,None,None
Tyler Keyes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Church, West Texas",M.I.,"LyricsData/Church,-West-Texas_M.I..txt",None,None,None,None,"ImgData/Church,-West-Texas_M.I..jpg",Blu,None,4,None,None,None,None,None,None,None,None,None,None
The Roots,None,None,None,None,None,None,None,None,None,Black Thought,Questlove,None,None,None,None,Popcorn Revisited,The Roots,LyricsData/Popcorn-Revisited_The-Roots.txt,May 19 1993,None,None,None,ImgData/Popcorn-Revisited_The-Roots.jpg,,None,8,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Phrenology [Credits],The Roots,LyricsData/Phrenology-[Credits]_The-Roots.txt,November 26 2002,None,None,None,ImgData/Phrenology-[Credits]_The-Roots.jpg,,None,"1
        
          contributor",None,None,None,None,None,None,None,None,None,None
Black Thought,Kelo,None,None,None,None,None,None,None,None,Malik B,Black Thought,None,None,None,None,Respond/React,The Roots,LyricsData/Respond-React_The-Roots.txt,None,None,None,None,ImgData/Respond-React_The-Roots.jpg,,"7,499",35,None,None,None,None,None,None,None,None,None,None
Sufjan Stevens,None,None,None,None,None,None,None,None,None,Sufjan Stevens,None,None,None,None,None,Redford (For Yia-Yia & Pappou),The Roots,LyricsData/Redford-(For-Yia-Yia-&-Pappou)_The-Roots.txt,December 2 2011,None,None,None,ImgData/Redford-(For-Yia-Yia-&-Pappou)_The-Roots.jpg,,None,7,None,None,None,None,None,Def Jam Recordings,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Real Woman,Betty Wright,LyricsData/Real-Woman_Betty-Wright.txt,None,None,None,None,ImgData/Real-Woman_Betty-Wright.jpg,Snoop Dogg,None,3,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Rafiki,Zap Mama,LyricsData/Rafiki_Zap-Mama.txt,None,None,None,None,ImgData/Rafiki_Zap-Mama.jpg,The Roots,None,0,None,None,None,None,None,None,None,None,None,None
Grand Negaz,Kelo,None,None,None,None,None,None,None,None,Bahamadia,Malik B,Black Thought,None,None,None,Push Up Ya Lighter,The Roots,LyricsData/Push-Up-Ya-Lighter_The-Roots.txt,None,None,None,None,ImgData/Push-Up-Ya-Lighter_The-Roots.jpg,Bahamadia,None,19,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Proceed V (Da Beatminerz remix),The Roots,LyricsData/Proceed-V-(Da-Beatminerz-remix)_The-Roots.txt,None,None,None,None,ImgData/Proceed-V-(Da-Beatminerz-remix)_The-Roots.jpg,,None,"1
        
          contributor",None,None,None,None,None,None,None,None,None,None
Da Beatminerz,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Proceed V,The Roots,LyricsData/Proceed-V_The-Roots.txt,None,None,None,None,ImgData/Proceed-V_The-Roots.jpg,,None,"1
        
          contributor",None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Proceed (live at The Supper Club),The Roots,LyricsData/Proceed-(live-at-The-Supper-Club)_The-Roots.txt,None,None,None,None,ImgData/Proceed-(live-at-The-Supper-Club)_The-Roots.jpg,,None,"1
        
          contributor",None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Proceed IV (AJ Shine's W/o A Pause Mix),The Roots,LyricsData/Proceed-IV-(AJ-Shine's-W-o-A-Pause-Mix)_The-Roots.txt,None,None,None,None,ImgData/Proceed-IV-(AJ-Shine's-W-o-A-Pause-Mix)_The-Roots.jpg,,None,"1
        
          contributor",None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Proceed IV (AJ Shine's Proceed w/o a Pause),The Roots,LyricsData/Proceed-IV-(AJ-Shine's-Proceed-w-o-a-Pause)_The-Roots.txt,None,None,None,None,ImgData/Proceed-IV-(AJ-Shine's-Proceed-w-o-a-Pause)_The-Roots.jpg,,None,2,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Proceed III,The Roots,LyricsData/Proceed-III_The-Roots.txt,None,None,None,None,ImgData/Proceed-III_The-Roots.jpg,Bahamadia,None,2,None,None,None,None,None,None,None,None,None,None
Grand Negaz,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Proceed II,The Roots,LyricsData/Proceed-II_The-Roots.txt,None,None,None,None,ImgData/Proceed-II_The-Roots.jpg,Roy Ayers,None,2,None,None,None,None,None,None,None,None,None,None
A.J. Shine,Grand Negaz,None,None,None,None,None,None,None,None,Questlove,Scott Storch,"Leonard ""Hub"" Hubbard",Malik B,Black Thought,None,Proceed,The Roots,LyricsData/Proceed_The-Roots.txt,January 17 1995,None,None,None,ImgData/Proceed_The-Roots.jpg,,"6,222",14,None,None,None,None,None,None,None,None,None,None
The Roots,None,None,None,None,Black Thought,Weensey,None,None,None,None,None,None,None,None,None,Pretty Girls (Live on Late Night With Jimmy Fallon),Wale,LyricsData/Pretty-Girls-(Live-on-Late-Night-With-Jimmy-Fallon)_Wale.txt,None,None,None,None,ImgData/Pretty-Girls-(Live-on-Late-Night-With-Jimmy-Fallon)_Wale.jpg,Weensey,None,3,None,None,None,None,None,None,None,None,None,None
Ray Angry,Questlove,Richard Nichols,None,None,None,None,None,None,None,Richard Nichols,Questlove,Ray Angry,None,None,None,Possibility (2nd Movement),The Roots,LyricsData/Possibility-(2nd-Movement)_The-Roots.txt,December 2 2011,None,None,None,ImgData/Possibility-(2nd-Movement)_The-Roots.jpg,,None,3,None,None,None,None,None,Def Jam Recordings,Downtown Music Studios (NYC),None,None,None
Grand Wizzards,Kelo,Tahir,None,None,None,None,None,None,None,Black Thought,Questlove,Kamal Gray,"Leonard ""Hub"" Hubbard",Ben Kenney,Tahir,Water (The First Movement/The Abyss/The Drowning),The Roots,LyricsData/Water-(The-First-Movement-The-Abyss-The-Drowning)_The-Roots.txt,November 26 2002,None,None,None,ImgData/Water-(The-First-Movement-The-Abyss-The-Drowning)_The-Roots.jpg,,None,2,None,None,None,None,None,None,Electric Lady Studios (NYC),None,None,None
The Roots,None,None,None,None,None,None,None,None,None,Black Thought,Questlove,Rahzel,None,None,None,Thirsty!,The Roots,LyricsData/Thirsty!_The-Roots.txt,November 26 2002,None,None,Rhymes And Ammo/Thirsty! by The Roots,ImgData/Thirsty!_The-Roots.jpg,,None,"1
        
          contributor",None,None,None,None,None,None,None,None,None,None
Grand Wizzards,None,None,None,None,None,None,None,None,None,Amiri Baraka,Ben Kenney,Questlove,None,None,None,Something in the Way of Things (In Town),The Roots,LyricsData/Something-in-the-Way-of-Things-(In-Town)_The-Roots.txt,November 26 2002,None,None,None,ImgData/Something-in-the-Way-of-Things-(In-Town)_The-Roots.jpg,Amiri Baraka,None,6,None,None,None,None,None,None,Electric Lady Studios (NYC),None,None,None
"Lamar ""Mars"" Edwards",Questlove,Grand Wizzards,None,None,None,None,None,None,None,Jill Scott,Kamal Gray,"Leonard ""Hub"" Hubbard",Questlove,Black Thought,None,Complexity,The Roots,LyricsData/Complexity_The-Roots.txt,November 26 2002,None,None,None,ImgData/Complexity_The-Roots.jpg,Jill Scott,None,9,None,None,None,None,None,None,None,None,None,None
Zukhan,Scott Storch,None,None,None,None,None,None,None,None,Scott Storch,Black Thought,None,None,None,None,Pussy Galore,The Roots,LyricsData/Pussy-Galore_The-Roots.txt,November 26 2002,None,None,None,ImgData/Pussy-Galore_The-Roots.jpg,,"7,806",7,None,None,None,None,None,None,Enterprise Studios,None,None,None
L'Orange,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Alone,L'Orange,LyricsData/Alone_L'Orange.txt,August 21 2013,None,None,None,ImgData/Alone_L'Orange.jpg,Blu,"12,689",17,None,None,None,None,None,None,None,None,None,None
Ray West,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ride Home,Ray West,LyricsData/Ride-Home_Ray-West.txt,None,None,None,None,ImgData/Ride-Home_Ray-West.jpg,Blu,None,2,None,None,None,None,None,None,None,None,None,None
Blended Babies,None,None,None,None,ZZ Ward,Rockie Fresh,Blu,None,None,None,None,None,None,None,None,Insurance,Asher Roth,LyricsData/Insurance_Asher-Roth.txt,None,None,None,None,ImgData/Insurance_Asher-Roth.jpg,Blu,"10,218",28,None,None,None,None,None,None,None,None,None,None
A.J. Shine,Grand Negaz,None,None,None,None,None,None,None,None,Black Thought,None,None,None,None,None,Silent Treatment,The Roots,LyricsData/Silent-Treatment_The-Roots.txt,January 17 1995,None,None,None,ImgData/Silent-Treatment_The-Roots.jpg,,"6,908",15,None,None,None,None,None,None,None,None,None,None
John Legend,The Roots,None,None,None,None,None,None,None,None,John Legend,None,None,None,None,None,Shine,John Legend & The Roots,LyricsData/Shine_John-Legend-&-The-Roots.txt,None,None,None,None,ImgData/Shine_John-Legend-&-The-Roots.jpg,,None,"1
        
          contributor",None,None,None,None,None,None,None,None,None,None
Grand Negaz,Kelo,None,None,None,None,None,None,None,None,Malik B,Black Thought,None,None,None,None,Section,The Roots,LyricsData/Section_The-Roots.txt,None,None,None,None,ImgData/Section_The-Roots.jpg,,"5,703",21,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Sacrifice (live on BBC Radio One's Worldwide Show With Giles Peterson),The Roots,LyricsData/Sacrifice-(live-on-BBC-Radio-One's-Worldwide-Show-With-Giles-Peterson)_The-Roots.txt,None,None,None,None,ImgData/Sacrifice-(live-on-BBC-Radio-One's-Worldwide-Show-With-Giles-Peterson)_The-Roots.jpg,,None,"1
        
          contributor",None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Sacrifice (Live on BBC Radio One),The Roots,LyricsData/Sacrifice-(Live-on-BBC-Radio-One)_The-Roots.txt,None,None,None,None,ImgData/Sacrifice-(Live-on-BBC-Radio-One)_The-Roots.jpg,,None,0,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Roots and Aphillyation Unreleased,The Roots,LyricsData/Roots-and-Aphillyation-Unreleased_The-Roots.txt,None,None,None,None,ImgData/Roots-and-Aphillyation-Unreleased_The-Roots.jpg,Aphillyation,None,0,None,None,None,None,None,None,None,None,None,None
John Legend,None,None,None,None,None,None,None,None,None,Bennie Benjamin,Gloria Caldwell,Sol Marcus,None,None,None,Don't Let Me Be Misunderstood,John Legend,LyricsData/Don't-Let-Me-Be-Misunderstood_John-Legend.txt,None,None,None,None,ImgData/Don't-Let-Me-Be-Misunderstood_John-Legend.jpg,,None,3,None,None,None,None,None,None,None,None,None,None
Karriem Riggins,Grand Wizzards,None,None,None,None,None,None,None,None,Karriem Riggins,Black Thought,None,None,None,None,Quills,The Roots,LyricsData/Quills_The-Roots.txt,November 26 2002,None,None,None,ImgData/Quills_The-Roots.jpg,,None,14,None,None,None,None,None,None,None,None,None,None
Grand Wizzards,Tahir,Kelo,None,None,None,None,None,None,None,Tahir Williams,Black Thought,None,None,None,None,Water (The First Movement),The Roots,LyricsData/Water-(The-First-Movement)_The-Roots.txt,November 26 2002,None,None,Water (The First Movement/The Abyss/The Drowning) by The Roots,ImgData/Water-(The-First-Movement)_The-Roots.jpg,,"5,320",16,None,None,None,None,None,None,Electric Lady Studios (NYC),None,None,None
Questlove,None,None,None,None,None,None,None,None,None,Black Thought,Questlove,"Leonard ""Hub"" Hubbard",Kamal Gray,Ben Kenney,None,Thought @ Work,The Roots,LyricsData/Thought-@-Work_The-Roots.txt,November 26 2002,None,None,None,ImgData/Thought-@-Work_The-Roots.jpg,,"5,020",19,None,None,None,None,None,None,Electric Lady Studios (NYC),None,None,None
Grand Wizzards,None,None,None,None,None,None,None,None,None,Kamal Gray,"Leonard ""Hub"" Hubbard",Questlove,None,None,None,WAOK (Ay) Roll Call,The Roots,LyricsData/WAOK-(Ay)-Roll-Call_The-Roots.txt,November 26 2002,None,None,None,ImgData/WAOK-(Ay)-Roll-Call_The-Roots.jpg,Ursula Rucker,None,2,None,None,None,None,None,None,Electric Lady Studios (NYC),None,None,None
Kamal Gray,Kamiah Gray,None,None,None,None,None,None,None,None,Kamiah Gray,"Leonard ""Hub"" Hubbard",Kamal Gray,Questlove,Black Thought,None,Sacrifice,The Roots,LyricsData/Sacrifice_The-Roots.txt,November 26 2002,None,None,None,ImgData/Sacrifice_The-Roots.jpg,Nelly Furtado,None,15,None,None,None,None,None,None,Electric Lady Studios (NYC),None,None,None
Grand Wizzards,None,None,None,None,Dice Raw,Talib Kweli,None,None,None,Dice Raw,Questlove,Kamal Gray,Talib Kweli,Black Thought,None,Rolling With Heat,The Roots,LyricsData/Rolling-With-Heat_The-Roots.txt,November 26 2002,None,None,None,ImgData/Rolling-With-Heat_The-Roots.jpg,Talib Kweli,None,13,None,None,None,None,None,None,Electric Lady Studios (NYC),None,None,None
DJ Scratch,Grand Wizzards,None,None,None,None,None,None,None,None,DJ Scratch,Questlove,Black Thought,None,None,None,Rock You,The Roots,LyricsData/Rock-You_The-Roots.txt,November 26 2002,None,None,None,ImgData/Rock-You_The-Roots.jpg,,None,4,None,None,None,None,None,None,Electric Lady Studios (NYC),None,None,None
None,None,None,None,None,DJ Jazzy Jeff,The Roots,Eminem,None,None,None,None,None,None,None,None,Rock the Bells (Live at Howard Gilman Opera House),LL Cool J,LyricsData/Rock-the-Bells-(Live-at-Howard-Gilman-Opera-House)_LL-Cool-J.txt,None,None,None,None,ImgData/Rock-the-Bells-(Live-at-Howard-Gilman-Opera-House)_LL-Cool-J.jpg,Eminem,None,"1
        
          contributor",None,None,None,None,None,None,None,None,None,None
Questlove,James Poyser,None,None,None,Chrisette Michele,Wale,None,None,None,Chrisette Michele,Wale,The Roots,None,None,None,Rising Up,The Roots,LyricsData/Rising-Up_The-Roots.txt,April 29 2008,None,None,None,ImgData/Rising-Up_The-Roots.jpg,Wale,None,10,None,None,None,None,None,None,None,None,None,None
Questlove,None,None,None,None,Yasiin Bey,Styles P,None,None,None,Yasiin Bey,Styles P,The Roots,None,None,None,Rising Down,The Roots,LyricsData/Rising-Down_The-Roots.txt,April 29 2008,None,None,None,ImgData/Rising-Down_The-Roots.jpg,Styles P,"8,265",31,None,None,None,None,None,None,None,None,The Roots Song Wale is On by Wale (Ft. Chrisette Michele  The Roots),None
Grand Wizzards,None,None,None,None,None,None,None,None,None,Black Thought,Talib Kweli,Dice Raw,None,None,None,Rhymes And Ammo/Thirsty!,The Roots,LyricsData/Rhymes-And-Ammo-Thirsty!_The-Roots.txt,November 26 2002,None,None,None,ImgData/Rhymes-And-Ammo-Thirsty!_The-Roots.jpg,,None,3,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Rhymes And Ammo (Remix),The Roots,LyricsData/Rhymes-And-Ammo-(Remix)_The-Roots.txt,None,None,None,None,ImgData/Rhymes-And-Ammo-(Remix)_The-Roots.jpg,Talib Kweli,None,2,None,None,None,None,None,None,None,None,None,None
Tom Craskey,John Legend,None,None,None,None,None,None,None,None,John Legend,Vaughn Stevens,Tom Craskey,Jessyca Wilson,None,None,Out of Sight,John Legend,LyricsData/Out-of-Sight_John-Legend.txt,None,None,Tony Maserati,None,ImgData/Out-of-Sight_John-Legend.jpg,,None,3,None,None,None,None,None,None,None,None,None,None
John Legend,None,None,None,None,None,None,None,None,None,John Legend,Mary J. Blige,None,None,None,None,King & Queen,John Legend,LyricsData/King-&-Queen_John-Legend.txt,None,None,None,None,ImgData/King-&-Queen_John-Legend.jpg,Mary J. Blige,None,3,None,None,None,None,None,None,None,None,None,None
"Lamar ""Mars"" Edwards",Questlove,None,None,None,None,None,None,None,None,Ursula Rucker,Questlove,"Lamar ""Mars"" Edwards",None,None,None,Phrentrow,The Roots,LyricsData/Phrentrow_The-Roots.txt,November 26 2002,None,None,None,ImgData/Phrentrow_The-Roots.jpg,Ursula Rucker,None,2,None,None,None,None,None,None,Electric Lady Studios (NYC),None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Respond / React (LP version),The Roots,LyricsData/Respond---React-(LP-version)_The-Roots.txt,None,None,None,None,ImgData/Respond---React-(LP-version)_The-Roots.jpg,,None,"1
        
          contributor",None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Respond / React (instrumental),The Roots,LyricsData/Respond---React-(instrumental)_The-Roots.txt,None,None,None,None,ImgData/Respond---React-(instrumental)_The-Roots.jpg,,None,"1
        
          contributor",None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"So Long, So Wrong",Betty Wright,"LyricsData/So-Long,-So-Wrong_Betty-Wright.txt",None,None,None,None,"ImgData/So-Long,-So-Wrong_Betty-Wright.jpg",The Roots,None,2,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,The Roots,Barack Obama,None,None,None,None,None,None,None,None,None,Slow Jam The News with President Obama,Jimmy Fallon,LyricsData/Slow-Jam-The-News-with-President-Obama_Jimmy-Fallon.txt,None,None,None,None,ImgData/Slow-Jam-The-News-with-President-Obama_Jimmy-Fallon.jpg,Barack Obama,None,8,None,None,None,None,None,None,None,None,None,None
Khari Mateen,The Roots,None,None,None,Greg Porn,Truck North,Dice Raw,None,None,Dice Raw,Truck North,Greg Porn,The Roots,None,None,Singing Man,The Roots,LyricsData/Singing-Man_The-Roots.txt,None,None,None,None,ImgData/Singing-Man_The-Roots.jpg,Dice Raw,None,11,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Silent Treatment (Street mix),The Roots,LyricsData/Silent-Treatment-(Street-mix)_The-Roots.txt,None,None,None,None,ImgData/Silent-Treatment-(Street-mix)_The-Roots.jpg,,None,"1
        
          contributor",None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Silent Treatment (radio edit),The Roots,LyricsData/Silent-Treatment-(radio-edit)_The-Roots.txt,None,None,None,None,ImgData/Silent-Treatment-(radio-edit)_The-Roots.jpg,,None,"1
        
          contributor",None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Silent Treatment (Question's mix-clean),The Roots,LyricsData/Silent-Treatment-(Question's-mix-clean)_The-Roots.txt,None,None,None,None,ImgData/Silent-Treatment-(Question's-mix-clean)_The-Roots.jpg,,None,"1
        
          contributor",None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Silent Treatment (Questions mix),The Roots,LyricsData/Silent-Treatment-(Questions-mix)_The-Roots.txt,None,None,None,None,ImgData/Silent-Treatment-(Questions-mix)_The-Roots.jpg,,None,"1
        
          contributor",None,None,None,None,None,None,None,None,None,None
​will.i.am,None,None,None,None,None,None,None,None,None,​will.i.am,John Legend,None,None,None,None,Coming Home,John Legend,LyricsData/Coming-Home_John-Legend.txt,None,None,None,None,ImgData/Coming-Home_John-Legend.jpg,,None,4,None,None,None,None,None,None,None,None,A Modo Mio by Mecna,None
Kanye West,None,None,None,None,None,None,None,None,None,John Legend,George Patterson,None,None,None,None,Another Again,John Legend,LyricsData/Another-Again_John-Legend.txt,January 9 2007,None,None,None,ImgData/Another-Again_John-Legend.jpg,,"11,447",6,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Maxine's Interlude,John Legend,LyricsData/Maxine's-Interlude_John-Legend.txt,None,None,None,None,ImgData/Maxine's-Interlude_John-Legend.jpg,,None,2,None,None,None,None,None,None,None,None,None,None
John Legend,None,None,None,None,None,None,None,None,None,John Legend,None,None,None,None,None,Where Did My Baby Go?,John Legend,LyricsData/Where-Did-My-Baby-Go?_John-Legend.txt,None,None,None,None,ImgData/Where-Did-My-Baby-Go?_John-Legend.jpg,,None,4,None,None,None,None,None,None,None,None,None,None
Om'Mas Keith,None,None,None,None,None,None,None,None,None,John Legend,Taz Arnold,Shafiq Husayn,None,None,None,Maxine,John Legend,LyricsData/Maxine_John-Legend.txt,None,None,None,None,ImgData/Maxine_John-Legend.jpg,,None,6,None,None,None,None,None,None,None,None,None,None
John Legend,None,None,None,None,None,None,None,None,None,John Legend,None,None,None,None,None,Again,John Legend,LyricsData/Again_John-Legend.txt,None,None,None,None,ImgData/Again_John-Legend.jpg,,"6,516",6,None,None,None,None,None,None,None,None,None,None
​will.i.am,None,None,None,None,None,None,None,None,None,Estelle,​will.i.am,Poindexter,Ray Lewis,John Legend,None,Slow Dance,John Legend,LyricsData/Slow-Dance_John-Legend.txt,October 24 2006,None,None,None,ImgData/Slow-Dance_John-Legend.jpg,,None,5,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Respond / React (clean),The Roots,LyricsData/Respond---React-(clean)_The-Roots.txt,None,None,None,None,ImgData/Respond---React-(clean)_The-Roots.jpg,,None,"1
        
          contributor",None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Silent Treatment (Kelo's mix-clean),The Roots,LyricsData/Silent-Treatment-(Kelo's-mix-clean)_The-Roots.txt,None,None,None,None,ImgData/Silent-Treatment-(Kelo's-mix-clean)_The-Roots.jpg,,None,"1
        
          contributor",None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Silent Treatment (Kelo's mix),The Roots,LyricsData/Silent-Treatment-(Kelo's-mix)_The-Roots.txt,None,None,None,None,ImgData/Silent-Treatment-(Kelo's-mix)_The-Roots.jpg,,None,"1
        
          contributor",None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Silent Treatment (Kelo's bonus Beats),The Roots,LyricsData/Silent-Treatment-(Kelo's-bonus-Beats)_The-Roots.txt,None,None,None,None,ImgData/Silent-Treatment-(Kelo's-bonus-Beats)_The-Roots.jpg,,None,"1
        
          contributor",None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Silent Treatment (Da Beatminerz mix-clean),The Roots,LyricsData/Silent-Treatment-(Da-Beatminerz-mix-clean)_The-Roots.txt,None,None,None,None,ImgData/Silent-Treatment-(Da-Beatminerz-mix-clean)_The-Roots.jpg,,None,"1
        
          contributor",None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Silent Treatment (Da Beatminerz mix),The Roots,LyricsData/Silent-Treatment-(Da-Beatminerz-mix)_The-Roots.txt,None,None,None,None,ImgData/Silent-Treatment-(Da-Beatminerz-mix)_The-Roots.jpg,,None,"1
        
          contributor",None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Silent Treatment (Da Beatminerz bonus beats),The Roots,LyricsData/Silent-Treatment-(Da-Beatminerz-bonus-beats)_The-Roots.txt,None,None,None,None,ImgData/Silent-Treatment-(Da-Beatminerz-bonus-beats)_The-Roots.jpg,,None,"1
        
          contributor",None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Silent Treatment (Black Thought's bonus beats),The Roots,LyricsData/Silent-Treatment-(Black-Thought's-bonus-beats)_The-Roots.txt,None,None,None,None,ImgData/Silent-Treatment-(Black-Thought's-bonus-beats)_The-Roots.jpg,,None,"1
        
          contributor",None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Silent Treatment (Black Thought's 87 You & Yours mix),The Roots,LyricsData/Silent-Treatment-(Black-Thought's-87-You-&-Yours-mix)_The-Roots.txt,None,None,None,None,ImgData/Silent-Treatment-(Black-Thought's-87-You-&-Yours-mix)_The-Roots.jpg,,None,"1
        
          contributor",None,None,None,None,None,None,None,None,None,None
